Zone-V2-20
1.00004     0.00034
0.99988     0.00034
0.99940     0.00034
0.99858     0.00036
0.99744     0.00041
0.99599     0.00048
0.99423     0.00055
0.99214     0.00065
0.98975     0.00077
0.98705     0.00090
0.98405     0.00104
0.98073     0.00120
0.97711     0.00138
0.97320     0.00157
0.96900     0.00178
0.96450     0.00200
0.95970     0.00224
0.95463     0.00249
0.94928     0.00275
0.94364     0.00303
0.93773     0.00332
0.93155     0.00363
0.92511     0.00393
0.91840     0.00425
0.91143     0.00459
0.90421     0.00494
0.89674     0.00529
0.88902     0.00565
0.88107     0.00602
0.87289     0.00639
0.86447     0.00677
0.85582     0.00716
0.84696     0.00755
0.83788     0.00795
0.82859     0.00834
0.81909     0.00874
0.80939     0.00915
0.79951     0.00955
0.78942     0.00995
0.77915     0.01035
0.76869     0.01076
0.75807     0.01116
0.74725     0.01155
0.73626     0.01195
0.72509     0.01234
0.71371     0.01273
0.70211     0.01318
0.69033     0.01378
0.67851     0.01451
0.66670     0.01529
0.65486     0.01605
0.64295     0.01679
0.63098     0.01753
0.61896     0.01827
0.60689     0.01899
0.59476     0.01971
0.58259     0.02044
0.57040     0.02116
0.55819     0.02185
0.54595     0.02254
0.53370     0.02323
0.52146     0.02390
0.50921     0.02454
0.49696     0.02518
0.48473     0.02581
0.47253     0.02641
0.46036     0.02700
0.44821     0.02756
0.43610     0.02812
0.42405     0.02865
0.41205     0.02916
0.40011     0.02965
0.38825     0.03012
0.37646     0.03058
0.36476     0.03100
0.35314     0.03141
0.34162     0.03180
0.33021     0.03217
0.31891     0.03251
0.30773     0.03282
0.29668     0.03312
0.28577     0.03340
0.27500     0.03364
0.26437     0.03385
0.25391     0.03404
0.24362     0.03419
0.23350     0.03430
0.22354     0.03438
0.21377     0.03442
0.20418     0.03441
0.19479     0.03435
0.18558     0.03425
0.17657     0.03410
0.16776     0.03390
0.15915     0.03365
0.15074     0.03335
0.14253     0.03300
0.13454     0.03259
0.12676     0.03213
0.11918     0.03162
0.11182     0.03107
0.10469     0.03047
0.09776     0.02981
0.09106     0.02912
0.08458     0.02838
0.07833     0.02760
0.07231     0.02678
0.06651     0.02592
0.06096     0.02502
0.05563     0.02408
0.05055     0.02311
0.04570     0.02211
0.04109     0.02107
0.03673     0.02001
0.03260     0.01891
0.02871     0.01779
0.02507     0.01665
0.02168     0.01548
0.01852     0.01430
0.01561     0.01310
0.01294     0.01190
0.01053     0.01069
0.00835     0.00947
0.00643     0.00825
0.00475     0.00705
0.00334     0.00585
0.00217     0.00466
0.00127     0.00347
0.00060     0.00229
0.00019     0.00113
0.00000     0.00000
0.00005    -0.00108
0.00035    -0.00209
0.00093    -0.00303
0.00181    -0.00388
0.00301    -0.00468
0.00453    -0.00546
0.00634    -0.00621
0.00845    -0.00694
0.01085    -0.00764
0.01355    -0.00831
0.01654    -0.00897
0.01980    -0.00960
0.02335    -0.01020
0.02718    -0.01077
0.03129    -0.01132
0.03566    -0.01184
0.04032    -0.01233
0.04525    -0.01279
0.05044    -0.01323
0.05590    -0.01363
0.06162    -0.01400
0.06760    -0.01434
0.07384    -0.01465
0.08034    -0.01493
0.08708    -0.01517
0.09408    -0.01539
0.10133    -0.01557
0.10881    -0.01573
0.11653    -0.01584
0.12449    -0.01593
0.13268    -0.01599
0.14109    -0.01602
0.14973    -0.01602
0.15859    -0.01599
0.16766    -0.01593
0.17694    -0.01585
0.18643    -0.01574
0.19611    -0.01560
0.20599    -0.01544
0.21606    -0.01525
0.22632    -0.01504
0.23675    -0.01481
0.24735    -0.01455
0.25812    -0.01428
0.26906    -0.01399
0.28015    -0.01369
0.29139    -0.01337
0.30276    -0.01304
0.31427    -0.01270
0.32591    -0.01235
0.33766    -0.01199
0.34953    -0.01162
0.36150    -0.01124
0.37356    -0.01086
0.38572    -0.01047
0.39796    -0.01008
0.41027    -0.00969
0.42265    -0.00929
0.43509    -0.00889
0.44757    -0.00850
0.46011    -0.00810
0.47267    -0.00771
0.48527    -0.00732
0.49788    -0.00694
0.51051    -0.00658
0.52313    -0.00621
0.53574    -0.00586
0.54834    -0.00552
0.56091    -0.00519
0.57345    -0.00487
0.58594    -0.00456
0.59838    -0.00426
0.61076    -0.00398
0.62307    -0.00370
0.63530    -0.00344
0.64745    -0.00319
0.65950    -0.00295
0.67145    -0.00272
0.68329    -0.00250
0.69502    -0.00229
0.70661    -0.00209
0.71808    -0.00190
0.72940    -0.00172
0.74058    -0.00155
0.75160    -0.00139
0.76246    -0.00124
0.77315    -0.00109
0.78367    -0.00096
0.79401    -0.00084
0.80415    -0.00072
0.81410    -0.00061
0.82386    -0.00050
0.83340    -0.00041
0.84272    -0.00032
0.85184    -0.00024
0.86073    -0.00017
0.86938    -0.00011
0.87779    -0.00005
0.88597     0.00001
0.89391     0.00005
0.90159     0.00009
0.90901     0.00013
0.91617     0.00016
0.92307     0.00018
0.92969     0.00019
0.93604     0.00021
0.94212     0.00022
0.94791     0.00021
0.95341     0.00021
0.95862     0.00020
0.96355     0.00019
0.96818     0.00016
0.97249     0.00013
0.97649     0.00011
0.98021     0.00009
0.98361     0.00005
0.98670     0.00000
0.98946    -0.00003
0.99192    -0.00006
0.99406    -0.00010
0.99587    -0.00015
0.99736    -0.00019
0.99853    -0.00023
0.99937    -0.00027
0.99987    -0.00032
1.00003    -0.00033
