Zone-V2-40
1.00000     0.00020
0.99983     0.00022
0.99932     0.00027
0.99848     0.00036
0.99731     0.00049
0.99584     0.00063
0.99405     0.00081
0.99194     0.00102
0.98953     0.00125
0.98681     0.00151
0.98378     0.00179
0.98046     0.00209
0.97685     0.00242
0.97293     0.00276
0.96873     0.00311
0.96423     0.00349
0.95945     0.00390
0.95439     0.00431
0.94905     0.00474
0.94344     0.00519
0.93756     0.00565
0.93142     0.00613
0.92502     0.00661
0.91836     0.00710
0.91145     0.00759
0.90429     0.00810
0.89688     0.00860
0.88924     0.00912
0.88137     0.00965
0.87327     0.01017
0.86494     0.01068
0.85639     0.01119
0.84762     0.01169
0.83865     0.01220
0.82946     0.01269
0.82006     0.01318
0.81046     0.01367
0.80066     0.01414
0.79067     0.01460
0.78047     0.01504
0.77009     0.01550
0.75952     0.01595
0.74876     0.01640
0.73783     0.01685
0.72670     0.01729
0.71533     0.01774
0.70372     0.01830
0.70134     0.01843
0.70090     0.01846
0.70046     0.01849
0.70002     0.01851
0.69207     0.01901
0.68029     0.01985
0.66855     0.02074
0.65678     0.02160
0.64494     0.02245
0.63304     0.02331
0.62111     0.02415
0.60913     0.02499
0.59709     0.02582
0.58502     0.02663
0.57293     0.02744
0.56082     0.02825
0.54868     0.02904
0.53653     0.02983
0.52438     0.03061
0.51224     0.03135
0.50011     0.03209
0.48800     0.03282
0.47592     0.03353
0.46389     0.03422
0.45188     0.03489
0.43992     0.03552
0.42802     0.03615
0.41618     0.03673
0.40440     0.03730
0.39270     0.03783
0.38108     0.03833
0.36955     0.03879
0.35810     0.03922
0.34676     0.03963
0.33552     0.03999
0.32440     0.04031
0.31339     0.04060
0.30250     0.04085
0.29174     0.04105
0.28111     0.04122
0.27062     0.04134
0.26028     0.04142
0.25009     0.04146
0.24005     0.04146
0.23018     0.04141
0.22046     0.04131
0.21092     0.04116
0.20155     0.04097
0.19236     0.04073
0.18335     0.04044
0.17453     0.04011
0.16591     0.03972
0.15748     0.03928
0.14924     0.03879
0.14121     0.03824
0.13337     0.03764
0.12574     0.03697
0.11832     0.03627
0.11110     0.03551
0.10411     0.03471
0.09732     0.03386
0.09075     0.03296
0.08440     0.03202
0.07827     0.03103
0.07236     0.02999
0.06667     0.02893
0.06122     0.02782
0.05597     0.02667
0.05096     0.02549
0.04619     0.02429
0.04164     0.02304
0.03733     0.02177
0.03324     0.02048
0.02938     0.01917
0.02576     0.01785
0.02237     0.01650
0.01922     0.01514
0.01629     0.01378
0.01361     0.01242
0.01115     0.01106
0.00893     0.00972
0.00695     0.00838
0.00521     0.00707
0.00371     0.00577
0.00246     0.00451
0.00145     0.00331
0.00070     0.00214
0.00021     0.00104
0.00000     0.00000
0.00006    -0.00097
0.00042    -0.00185
0.00109    -0.00266
0.00210    -0.00341
0.00344    -0.00411
0.00509    -0.00479
0.00703    -0.00545
0.00926    -0.00609
0.01180    -0.00670
0.01462    -0.00730
0.01773    -0.00787
0.02113    -0.00840
0.02481    -0.00891
0.02877    -0.00940
0.03302    -0.00986
0.03755    -0.01029
0.04235    -0.01069
0.04744    -0.01107
0.05279    -0.01142
0.05840    -0.01173
0.06429    -0.01201
0.07044    -0.01227
0.07684    -0.01250
0.08349    -0.01271
0.09041    -0.01288
0.09756    -0.01303
0.10496    -0.01315
0.11260    -0.01326
0.12048    -0.01333
0.12859    -0.01339
0.13692    -0.01342
0.14547    -0.01343
0.15425    -0.01342
0.16324    -0.01338
0.17243    -0.01332
0.18183    -0.01325
0.19142    -0.01315
0.20121    -0.01304
0.21119    -0.01291
0.22134    -0.01277
0.23167    -0.01260
0.24218    -0.01242
0.25284    -0.01223
0.26366    -0.01201
0.27464    -0.01178
0.28576    -0.01154
0.29701    -0.01130
0.30840    -0.01104
0.31992    -0.01077
0.33156    -0.01048
0.34331    -0.01019
0.35515    -0.00990
0.36711    -0.00958
0.37915    -0.00928
0.39127    -0.00896
0.40346    -0.00864
0.41573    -0.00830
0.42806    -0.00797
0.44045    -0.00764
0.45288    -0.00731
0.46535    -0.00697
0.47786    -0.00663
0.49038    -0.00630
0.50292    -0.00596
0.51548    -0.00563
0.52803    -0.00531
0.54058    -0.00498
0.55311    -0.00466
0.56562    -0.00435
0.57809    -0.00404
0.59053    -0.00374
0.60292    -0.00347
0.61526    -0.00318
0.62753    -0.00290
0.63973    -0.00264
0.65185    -0.00239
0.66388    -0.00215
0.67582    -0.00192
0.68765    -0.00170
0.86096     0.00108
0.86542     0.00111
0.87408     0.00115
0.88250     0.00117
0.89067     0.00119
0.89858     0.00119
0.90623     0.00118
0.91362     0.00114
0.92073     0.00111
0.92757     0.00107
0.93412     0.00102
0.94039     0.00097
0.94636     0.00090
0.95204     0.00083
0.95741     0.00076
0.96248     0.00068
0.96725     0.00060
0.97169     0.00051
0.97583     0.00043
0.97964     0.00035
0.98314     0.00026
0.98630     0.00019
0.98914     0.00012
0.99166     0.00005
0.99385    -0.00001
0.99571    -0.00007
0.99724    -0.00011
0.99843    -0.00014
0.99930    -0.00017
0.99982    -0.00019
1.00000    -0.00020
